nodes,roots,leaves,edges,mean_predecessors,max_predecessors,min_predecessors,mean_successors,max_successors,min_successors,mean_edges,max_edges,min_edges,n_query_vars,n_query_evidence,experiment,runtime,exception
39,9,13,54,1.3846153846153846,2,0,1.3846153846153846,6,0,2.769230769230769,6,1,4,23,map_minfill,0.6507014,
43,12,16,52,1.2093023255813953,2,0,1.2093023255813953,5,0,2.4186046511627906,5,1,4,21,map_minfill,0.5672950000000001,
34,8,13,47,1.3823529411764706,2,0,1.3823529411764706,6,0,2.764705882352941,6,1,3,17,map_minfill,0.8485230000000001,
35,10,13,41,1.1714285714285717,2,0,1.1714285714285717,4,0,2.342857142857143,4,1,4,16,map_minfill,0.4878214,
33,7,10,48,1.4545454545454546,2,0,1.4545454545454546,6,0,2.909090909090909,6,1,3,19,map_minfill,1.4203300999999997,
34,9,13,43,1.2647058823529411,2,0,1.2647058823529411,7,0,2.5294117647058822,7,0,2,22,map_minfill,0.5474252000000002,
42,11,16,50,1.1904761904761905,2,0,1.1904761904761905,4,0,2.380952380952381,4,0,4,24,map_minfill,0.4947592000000003,
36,9,14,45,1.25,2,0,1.25,5,0,2.5,5,1,4,20,map_minfill,5.9031048,
35,10,13,41,1.1714285714285717,2,0,1.1714285714285717,4,0,2.342857142857143,4,0,4,23,map_minfill,0.3197877,
38,11,12,49,1.2894736842105263,2,0,1.2894736842105263,6,0,2.5789473684210527,6,1,4,24,map_minfill,16.9939581,
39,7,12,53,1.358974358974359,2,0,1.358974358974359,6,0,2.717948717948718,6,1,3,22,map_minfill,0.8623710999999998,
40,7,15,55,1.375,2,0,1.375,7,0,2.75,7,1,3,21,map_minfill,0.4807902999999998,
39,11,16,50,1.2820512820512822,2,0,1.2820512820512822,5,0,2.5641025641025643,5,0,3,23,map_minfill,0.9665148,
28,9,12,29,1.0357142857142858,2,0,1.0357142857142858,4,0,2.071428571428572,4,1,3,14,map_minfill,0.1661287000000002,
32,7,10,43,1.34375,2,0,1.34375,5,0,2.6875,5,0,3,15,map_minfill,1.268024,
