nodes,roots,leaves,edges,mean_predecessors,max_predecessors,min_predecessors,mean_successors,max_successors,min_successors,mean_edges,max_edges,min_edges,experiment,runtime
448,92,163,603,1.3459821428571428,2,0,1.3459821428571428,10,0,2.6919642857142856,10,0,order_random,0.1309597999999994
400,83,146,543,1.3575,2,0,1.3575,7,0,2.715,7,1,order_random,0.1249147000000006
335,81,120,436,1.3014925373134327,2,0,1.3014925373134327,6,0,2.602985074626865,6,0,order_random,0.0786689000000002
354,83,130,455,1.2853107344632768,2,0,1.2853107344632768,9,0,2.5706214689265536,9,0,order_random,0.0976918000000006
64,12,23,91,1.421875,2,0,1.421875,10,0,2.84375,10,1,order_random,0.0075378000000005
173,40,62,228,1.317919075144509,2,0,1.317919075144509,7,0,2.6358381502890174,7,0,order_random,0.0199612
203,45,83,272,1.3399014778325122,2,0,1.3399014778325122,7,0,2.6798029556650245,7,0,order_random,0.0304668999999995
312,66,105,427,1.3685897435897436,2,0,1.3685897435897436,9,0,2.7371794871794872,9,0,order_random,0.0669728000000002
54,11,22,72,1.3333333333333333,2,0,1.3333333333333333,7,0,2.6666666666666665,7,1,order_random,0.0070724999999995
443,93,156,586,1.3227990970654628,2,0,1.3227990970654628,8,0,2.6455981941309257,8,0,order_random,0.1337831999999998
172,37,66,230,1.337209302325581,2,0,1.337209302325581,7,0,2.6744186046511627,7,0,order_random,0.0229292
378,83,135,505,1.335978835978836,2,0,1.335978835978836,7,0,2.671957671957672,7,0,order_random,0.1031015999999995
241,49,83,329,1.3651452282157677,2,0,1.3651452282157677,8,0,2.730290456431536,8,0,order_random,0.0485048000000007
159,35,53,210,1.320754716981132,2,0,1.320754716981132,7,0,2.641509433962264,7,0,order_random,0.0175682000000003
23,6,7,29,1.2608695652173914,2,0,1.2608695652173914,5,0,2.5217391304347827,5,1,order_random,0.0026637999999996
152,39,50,197,1.2960526315789471,2,0,1.2960526315789471,7,0,2.5921052631578947,7,0,order_random,0.0176604999999998
405,97,136,518,1.2790123456790123,2,0,1.2790123456790123,8,0,2.5580246913580247,8,0,order_random,0.0997415000000003
221,44,83,295,1.334841628959276,2,0,1.334841628959276,7,0,2.669683257918552,7,0,order_random,0.0365371999999997
259,64,87,323,1.247104247104247,2,0,1.247104247104247,8,0,2.494208494208494,8,0,order_random,0.0497051000000006
358,68,133,485,1.3547486033519551,2,0,1.3547486033519551,7,0,2.7094972067039107,7,0,order_random,0.0963121999999998
249,49,83,333,1.3373493975903614,2,0,1.3373493975903614,9,0,2.674698795180723,9,1,order_random,0.0447315999999995
102,25,40,130,1.2745098039215683,2,0,1.2745098039215683,8,0,2.549019607843137,8,0,order_random,0.0107005000000004
128,34,45,157,1.2265625,2,0,1.2265625,8,0,2.453125,8,1,order_random,0.0135471000000002
24,6,7,32,1.3333333333333333,2,0,1.3333333333333333,6,0,2.6666666666666665,6,0,order_random,0.0016832999999998
244,51,89,324,1.3278688524590163,2,0,1.3278688524590163,8,0,2.6557377049180326,8,0,order_random,0.0469464000000003
275,62,103,355,1.290909090909091,2,0,1.290909090909091,7,0,2.581818181818182,7,0,order_random,0.0509364000000003
43,10,14,54,1.255813953488372,2,0,1.255813953488372,5,0,2.511627906976744,5,1,order_random,0.0032775999999996
100,21,33,137,1.37,2,0,1.37,7,0,2.74,7,0,order_random,0.0099296999999998
95,22,28,125,1.3157894736842106,2,0,1.3157894736842106,6,0,2.631578947368421,6,1,order_random,0.0078694999999999
53,12,19,65,1.2264150943396226,2,0,1.2264150943396226,7,0,2.452830188679245,7,1,order_random,0.0044846999999998
123,28,42,158,1.2845528455284554,2,0,1.2845528455284554,7,0,2.569105691056911,7,0,order_random,0.0122403000000002
418,87,154,562,1.3444976076555024,2,0,1.3444976076555024,8,0,2.688995215311005,8,0,order_random,0.1274086000000007
416,83,160,566,1.3605769230769231,2,0,1.3605769230769231,8,0,2.7211538461538463,8,0,order_random,0.1326295999999995
15,2,5,22,1.4666666666666666,2,0,1.4666666666666666,6,0,2.933333333333333,6,2,order_random,0.0010105999999998
374,85,131,502,1.3422459893048129,2,0,1.3422459893048129,8,0,2.6844919786096257,8,1,order_random,0.1040825999999999
326,74,122,441,1.352760736196319,2,0,1.352760736196319,9,0,2.705521472392638,9,0,order_random,0.0680256000000003
438,101,151,589,1.3447488584474885,2,0,1.3447488584474885,9,0,2.689497716894977,9,0,order_random,0.1196513000000001
75,13,28,107,1.4266666666666667,2,0,1.4266666666666667,6,0,2.853333333333333,6,0,order_random,0.0085272000000005
113,29,45,141,1.247787610619469,2,0,1.247787610619469,8,0,2.495575221238938,8,1,order_random,0.0152704000000003
462,101,168,609,1.318181818181818,2,0,1.318181818181818,9,0,2.636363636363636,9,0,order_random,0.1667778999999996
304,70,114,404,1.3289473684210529,2,0,1.3289473684210529,7,0,2.6578947368421053,7,0,order_random,0.0801768000000002
264,61,92,345,1.306818181818182,2,0,1.306818181818182,7,0,2.613636363636364,7,0,order_random,0.0567013999999996
265,66,96,327,1.2339622641509431,2,0,1.2339622641509431,8,0,2.4679245283018867,8,0,order_random,0.0480387000000002
397,91,151,522,1.314861460957179,2,0,1.314861460957179,8,0,2.629722921914358,8,0,order_random,0.1040323
475,111,191,618,1.3010526315789477,2,0,1.3010526315789477,7,0,2.602105263157895,7,0,order_random,0.1358101000000005
257,59,91,345,1.3424124513618676,2,0,1.3424124513618676,7,0,2.684824902723735,7,0,order_random,0.0521059999999993
386,83,135,512,1.3264248704663213,2,0,1.3264248704663213,9,0,2.6528497409326426,9,0,order_random,0.0920208000000002
326,71,116,428,1.312883435582822,2,0,1.312883435582822,7,0,2.625766871165644,7,0,order_random,0.0703963000000005
344,79,125,447,1.2994186046511629,2,0,1.2994186046511629,8,0,2.5988372093023258,8,0,order_random,0.088686
351,90,137,458,1.3048433048433048,2,0,1.3048433048433048,8,0,2.6096866096866096,8,0,order_random,0.0672525000000003
256,57,86,337,1.31640625,2,0,1.31640625,8,0,2.6328125,8,0,order_random,0.0467987
230,61,79,293,1.2739130434782608,2,0,1.2739130434782608,7,0,2.5478260869565217,7,0,order_random,0.0419979999999995
91,17,32,124,1.362637362637363,2,0,1.362637362637363,6,0,2.7252747252747254,6,0,order_random,0.0078446000000003
172,42,67,221,1.2848837209302326,2,0,1.2848837209302326,8,0,2.569767441860465,8,0,order_random,0.0215155999999998
109,22,36,152,1.3944954128440368,2,0,1.3944954128440368,6,0,2.788990825688073,6,0,order_random,0.0123068000000001
383,86,147,498,1.3002610966057442,2,0,1.3002610966057442,8,0,2.6005221932114884,8,1,order_random,0.1053902999999998
89,26,31,107,1.202247191011236,2,0,1.202247191011236,6,0,2.404494382022472,6,0,order_random,0.0094031000000001
473,105,172,631,1.3340380549682875,2,0,1.3340380549682875,8,0,2.668076109936575,8,0,order_random,0.1375969999999999
298,63,99,411,1.3791946308724832,2,0,1.3791946308724832,8,0,2.7583892617449663,8,0,order_random,0.0599601999999999
336,86,116,428,1.2738095238095235,2,0,1.2738095238095235,8,0,2.5476190476190474,8,0,order_random,0.0710185999999994
103,22,36,140,1.3592233009708738,2,0,1.3592233009708738,8,0,2.718446601941748,8,0,order_random,0.0100746000000002
489,102,181,652,1.3333333333333333,2,0,1.3333333333333333,7,0,2.6666666666666665,7,0,order_random,0.1721031000000001
185,37,67,250,1.351351351351351,2,0,1.351351351351351,9,0,2.702702702702702,9,0,order_random,0.0249857999999996
473,106,171,636,1.3446088794926003,2,0,1.3446088794926003,8,0,2.6892177589852007,8,0,order_random,0.1757667999999999
221,54,81,284,1.2850678733031675,2,0,1.2850678733031675,6,0,2.570135746606335,6,0,order_random,0.0374987999999998
339,71,122,439,1.294985250737463,2,0,1.294985250737463,7,0,2.589970501474926,7,1,order_random,0.0700902000000001
335,78,121,445,1.328358208955224,2,0,1.328358208955224,8,0,2.656716417910448,8,0,order_random,0.0706088000000004
382,90,134,506,1.324607329842932,2,0,1.324607329842932,10,0,2.649214659685864,10,0,order_random,0.1013692000000006
3,1,1,3,1.0,2,0,1.0,2,0,2.0,2,2,order_random,0.0002273999999999
63,12,22,87,1.380952380952381,2,0,1.380952380952381,8,0,2.761904761904762,8,0,order_random,0.0062949999999997
273,67,99,357,1.3076923076923077,2,0,1.3076923076923077,7,0,2.6153846153846154,7,0,order_random,0.0565706999999999
102,18,38,146,1.431372549019608,2,0,1.431372549019608,11,0,2.862745098039216,11,1,order_random,0.0104519999999999
101,24,32,134,1.3267326732673268,2,0,1.3267326732673268,6,0,2.6534653465346536,6,1,order_random,0.0111014999999996
180,39,63,245,1.3611111111111112,2,0,1.3611111111111112,8,0,2.7222222222222223,8,1,order_random,0.0235412999999997
160,32,57,221,1.38125,2,0,1.38125,7,0,2.7625,7,0,order_random,0.0213418
306,61,101,415,1.3562091503267977,2,0,1.3562091503267977,9,0,2.712418300653595,9,0,order_random,0.0731704000000004
203,42,73,274,1.3497536945812807,2,0,1.3497536945812807,8,0,2.6995073891625614,8,0,order_random,0.0301758000000003
35,6,13,48,1.3714285714285714,2,0,1.3714285714285714,6,0,2.742857142857143,6,1,order_random,0.0019900999999995
475,103,173,629,1.3242105263157895,2,0,1.3242105263157895,9,0,2.648421052631579,9,0,order_random,0.1352719999999996
249,53,95,328,1.3172690763052208,2,0,1.3172690763052208,6,0,2.6345381526104417,6,0,order_random,0.0466993000000002
446,98,159,595,1.3340807174887892,2,0,1.3340807174887892,9,0,2.6681614349775784,9,0,order_random,0.1457914000000002
465,90,166,635,1.3655913978494625,2,0,1.3655913978494625,8,0,2.7311827956989245,8,0,order_random,0.1674305
373,82,129,502,1.3458445040214475,2,0,1.3458445040214475,9,0,2.6916890080428955,9,0,order_random,0.1034701
317,72,112,420,1.3249211356466877,2,0,1.3249211356466877,7,0,2.649842271293376,7,0,order_random,0.0797064999999994
279,61,102,362,1.297491039426523,2,0,1.297491039426523,8,0,2.5949820788530467,8,0,order_random,0.0565180000000005
210,49,71,277,1.319047619047619,2,0,1.319047619047619,6,0,2.638095238095238,6,1,order_random,0.0309673999999997
424,92,159,557,1.3136792452830188,2,0,1.3136792452830188,9,0,2.6273584905660377,9,0,order_random,0.1113543000000003
132,26,46,178,1.3484848484848484,2,0,1.3484848484848484,6,0,2.696969696969697,6,0,order_random,0.0144577000000003
364,76,125,482,1.324175824175824,2,0,1.324175824175824,8,0,2.6483516483516483,8,0,order_random,0.1074180999999994
422,102,151,540,1.2796208530805686,2,0,1.2796208530805686,8,0,2.559241706161137,8,0,order_random,0.1087772000000004
181,46,66,227,1.2541436464088398,2,0,1.2541436464088398,9,0,2.50828729281768,9,0,order_random,0.027152
397,87,134,532,1.3400503778337531,2,0,1.3400503778337531,9,0,2.6801007556675063,9,1,order_random,0.1151426999999998
389,83,147,516,1.326478149100257,2,0,1.326478149100257,9,0,2.652956298200514,9,0,order_random,0.0901073999999999
258,49,104,349,1.3527131782945736,2,0,1.3527131782945736,9,0,2.705426356589147,9,0,order_random,0.0403014999999999
112,25,43,146,1.3035714285714286,2,0,1.3035714285714286,7,0,2.607142857142857,7,0,order_random,0.0108616000000001
365,78,134,483,1.3232876712328767,2,0,1.3232876712328767,9,0,2.646575342465753,9,0,order_random,0.0848325999999994
187,46,64,241,1.288770053475936,2,0,1.288770053475936,7,0,2.577540106951872,7,0,order_random,0.0272285999999999
15,4,6,19,1.2666666666666666,2,0,1.2666666666666666,4,0,2.533333333333333,4,0,order_random,0.0009509000000003
313,56,119,432,1.3801916932907348,2,0,1.3801916932907348,9,0,2.760383386581469,9,0,order_random,0.0812479000000001
430,88,158,567,1.318604651162791,2,0,1.318604651162791,9,0,2.6372093023255814,9,0,order_random,0.1198996999999995
5,1,1,6,1.2,2,0,1.2,3,0,2.4,3,2,order_random,0.0003066
187,38,66,245,1.3101604278074863,2,0,1.3101604278074863,9,0,2.620320855614973,9,0,order_random,0.0267736999999996
152,32,56,211,1.388157894736842,2,0,1.388157894736842,9,0,2.776315789473684,9,1,order_random,0.0213878000000002
347,79,123,473,1.3631123919308357,2,0,1.3631123919308357,9,0,2.7262247838616718,9,0,order_random,0.0851075000000003
269,57,103,356,1.3234200743494424,2,0,1.3234200743494424,7,0,2.646840148698885,7,0,order_random,0.0494136999999996
247,53,87,335,1.3562753036437247,2,0,1.3562753036437247,7,0,2.712550607287449,7,0,order_random,0.0420672999999993
25,6,9,33,1.32,2,0,1.32,6,0,2.64,6,1,order_random,0.0016612
109,27,35,147,1.348623853211009,2,0,1.348623853211009,8,0,2.697247706422018,8,1,order_random,0.0109806999999992
358,82,125,460,1.2849162011173183,2,0,1.2849162011173183,7,0,2.569832402234637,7,0,order_random,0.0797648999999998
198,41,66,268,1.3535353535353536,2,0,1.3535353535353536,7,0,2.707070707070707,7,0,order_random,0.0292104000000001
371,87,137,484,1.3045822102425877,2,0,1.3045822102425877,7,0,2.6091644204851754,7,0,order_random,0.0876340999999998
450,94,161,588,1.3066666666666666,2,0,1.3066666666666666,9,0,2.6133333333333333,9,0,order_random,0.1370407
203,55,71,254,1.251231527093596,2,0,1.251231527093596,6,0,2.502463054187192,6,0,order_random,0.0298088999999999
141,31,51,192,1.3617021276595744,2,0,1.3617021276595744,7,0,2.723404255319149,7,1,order_random,0.0227772999999995
159,37,57,216,1.3584905660377358,2,0,1.3584905660377358,7,0,2.7169811320754715,7,0,order_random,0.0223325
377,82,137,492,1.3050397877984086,2,0,1.3050397877984086,8,0,2.610079575596817,8,0,order_random,0.1153111999999998
388,78,152,522,1.345360824742268,2,0,1.345360824742268,8,0,2.6907216494845363,8,0,order_random,0.1089052999999999
93,20,32,126,1.3548387096774193,2,0,1.3548387096774193,7,0,2.7096774193548385,7,0,order_random,0.0083809999999999
42,7,16,59,1.4047619047619049,2,0,1.4047619047619049,7,0,2.8095238095238093,7,1,order_random,0.0029751000000004
422,91,140,556,1.3175355450236967,2,0,1.3175355450236967,7,0,2.635071090047393,7,1,order_random,0.1238492000000004
158,36,47,214,1.3544303797468351,2,0,1.3544303797468351,8,0,2.7088607594936707,8,0,order_random,0.0209501999999996
462,105,161,608,1.316017316017316,2,0,1.316017316017316,7,0,2.632034632034632,7,0,order_random,0.1396629000000002
347,82,126,458,1.319884726224784,2,0,1.319884726224784,8,0,2.639769452449568,8,0,order_random,0.0783818999999992
208,42,71,283,1.3605769230769231,2,0,1.3605769230769231,8,0,2.7211538461538463,8,1,order_random,0.0299655000000003
120,22,38,162,1.35,2,0,1.35,9,0,2.7,9,0,order_random,0.0147962999999995
422,97,143,566,1.3412322274881516,2,0,1.3412322274881516,9,0,2.6824644549763037,9,0,order_random,0.1258318999999996
325,75,118,420,1.2923076923076924,2,0,1.2923076923076924,9,0,2.5846153846153848,9,0,order_random,0.0686314000000001
293,63,106,394,1.3447098976109215,2,0,1.3447098976109215,8,0,2.689419795221843,8,0,order_random,0.0651361000000001
227,45,84,303,1.3348017621145374,2,0,1.3348017621145374,8,0,2.6696035242290748,8,0,order_random,0.0310521999999995
462,100,174,621,1.344155844155844,2,0,1.344155844155844,8,0,2.688311688311688,8,0,order_random,0.1399388000000003
162,27,58,226,1.3950617283950617,2,0,1.3950617283950617,7,0,2.7901234567901234,7,0,order_random,0.0164745999999995
417,81,154,559,1.34052757793765,2,0,1.34052757793765,9,0,2.6810551558753,9,0,order_random,0.1208093999999997
296,70,103,397,1.3412162162162162,2,0,1.3412162162162162,8,0,2.6824324324324325,8,0,order_random,0.0622881999999993
45,9,17,59,1.3111111111111111,2,0,1.3111111111111111,5,0,2.6222222222222222,5,1,order_random,0.0031508000000002
421,93,162,548,1.3016627078384797,2,0,1.3016627078384797,9,0,2.6033254156769594,9,0,order_random,0.1154095000000001
458,99,170,608,1.3275109170305677,2,0,1.3275109170305677,8,0,2.655021834061136,8,0,order_random,0.1468823000000005
172,36,59,229,1.3313953488372092,2,0,1.3313953488372092,7,0,2.6627906976744184,7,1,order_random,0.0235700999999997
285,73,97,369,1.2947368421052632,2,0,1.2947368421052632,9,0,2.5894736842105264,9,0,order_random,0.0612446000000002
60,15,20,79,1.3166666666666669,2,0,1.3166666666666669,7,0,2.6333333333333333,7,0,order_random,0.0059825
190,48,67,241,1.268421052631579,2,0,1.268421052631579,8,0,2.536842105263158,8,0,order_random,0.0223519000000003
333,75,114,443,1.3303303303303304,2,0,1.3303303303303304,8,0,2.660660660660661,8,0,order_random,0.0834593000000003
130,26,44,177,1.3615384615384616,2,0,1.3615384615384616,8,0,2.723076923076923,8,0,order_random,0.0153104000000006
142,32,53,192,1.352112676056338,2,0,1.352112676056338,8,0,2.704225352112676,8,0,order_random,0.0196718999999996
449,94,161,595,1.3251670378619154,2,0,1.3251670378619154,8,0,2.6503340757238307,8,1,order_random,0.1218492000000006
301,69,99,387,1.2857142857142858,2,0,1.2857142857142858,7,0,2.571428571428572,7,0,order_random,0.060264
144,29,56,196,1.3611111111111112,2,0,1.3611111111111112,8,0,2.7222222222222223,8,0,order_random,0.0210423000000004
157,36,57,207,1.3184713375796178,2,0,1.3184713375796178,7,0,2.6369426751592355,7,1,order_random,0.0204744999999997
256,57,98,336,1.3125,2,0,1.3125,7,0,2.625,7,0,order_random,0.0528548000000004
393,75,144,535,1.361323155216285,2,0,1.361323155216285,8,0,2.72264631043257,8,0,order_random,0.1038350000000001
198,39,67,267,1.3484848484848484,2,0,1.3484848484848484,8,0,2.696969696969697,8,0,order_random,0.0264070000000007
351,72,121,468,1.3333333333333333,2,0,1.3333333333333333,8,0,2.6666666666666665,8,0,order_random,0.0803945999999999
53,12,25,68,1.2830188679245282,2,0,1.2830188679245282,7,0,2.5660377358490565,7,1,order_random,0.0039283000000001
441,94,163,579,1.3129251700680271,2,0,1.3129251700680271,7,0,2.6258503401360542,7,0,order_random,0.1377577999999992
389,92,133,505,1.2982005141388175,2,0,1.2982005141388175,8,0,2.596401028277635,8,0,order_random,0.0929738000000002
194,41,72,251,1.2938144329896908,2,0,1.2938144329896908,8,0,2.5876288659793816,8,0,order_random,0.0330918999999996
33,6,12,46,1.393939393939394,2,0,1.393939393939394,6,0,2.787878787878788,6,1,order_random,0.0025815999999991
169,35,54,222,1.3136094674556211,2,0,1.3136094674556211,8,0,2.6272189349112427,8,0,order_random,0.0222128000000001
169,36,61,221,1.3076923076923077,2,0,1.3076923076923077,7,0,2.6153846153846154,7,0,order_random,0.0246428000000005
189,37,65,258,1.3650793650793651,2,0,1.3650793650793651,7,0,2.7301587301587302,7,1,order_random,0.0295526999999999
206,47,76,277,1.3446601941747574,2,0,1.3446601941747574,8,0,2.6893203883495147,8,0,order_random,0.0334867
179,38,56,231,1.2905027932960893,2,0,1.2905027932960893,6,0,2.5810055865921786,6,0,order_random,0.0279284999999998
83,18,29,114,1.3734939759036144,2,0,1.3734939759036144,6,0,2.746987951807229,6,1,order_random,0.0080553000000005
293,64,104,402,1.372013651877133,2,0,1.372013651877133,7,0,2.744027303754266,7,0,order_random,0.0461565999999997
455,96,157,601,1.3208791208791208,2,0,1.3208791208791208,8,0,2.6417582417582417,8,1,order_random,0.1318013999999996
469,95,182,643,1.371002132196162,2,0,1.371002132196162,8,0,2.742004264392324,8,0,order_random,0.1587967000000008
138,27,38,196,1.420289855072464,2,0,1.420289855072464,7,0,2.840579710144928,7,1,order_random,0.0183337999999997
410,94,146,534,1.302439024390244,2,0,1.302439024390244,7,0,2.604878048780488,7,0,order_random,0.1173113999999992
300,63,112,390,1.3,2,0,1.3,8,0,2.6,8,0,order_random,0.0548202999999993
374,81,128,506,1.3529411764705883,2,0,1.3529411764705883,8,0,2.7058823529411766,8,0,order_random,0.1034900999999992
478,104,174,645,1.3493723849372383,2,0,1.3493723849372383,7,0,2.698744769874477,7,0,order_random,0.1866883999999995
213,47,78,290,1.3615023474178405,2,0,1.3615023474178405,7,0,2.723004694835681,7,1,order_random,0.0339641000000003
238,46,84,327,1.3739495798319328,2,0,1.3739495798319328,8,0,2.7478991596638656,8,1,order_random,0.0466955000000002
475,98,170,634,1.3347368421052632,2,0,1.3347368421052632,8,0,2.6694736842105264,8,0,order_random,0.1801059999999994
313,73,112,406,1.2971246006389776,2,0,1.2971246006389776,8,0,2.594249201277955,8,0,order_random,0.0659909
62,14,20,81,1.3064516129032258,2,0,1.3064516129032258,5,0,2.6129032258064515,5,1,order_random,0.0057239000000004
224,54,71,298,1.3303571428571428,2,0,1.3303571428571428,7,0,2.6607142857142856,7,0,order_random,0.0430017000000004
490,112,177,648,1.3224489795918368,2,0,1.3224489795918368,8,0,2.6448979591836737,8,1,order_random,0.1565500000000002
41,11,19,52,1.2682926829268293,2,0,1.2682926829268293,8,0,2.5365853658536586,8,0,order_random,0.0032658999999997
75,17,25,95,1.2666666666666666,2,0,1.2666666666666666,6,0,2.533333333333333,6,0,order_random,0.0083159000000003
311,67,115,416,1.337620578778135,2,0,1.337620578778135,7,0,2.67524115755627,7,0,order_random,0.0699308999999992
173,40,60,232,1.3410404624277457,2,0,1.3410404624277457,7,0,2.6820809248554918,7,0,order_random,0.0260100000000003
247,59,91,319,1.291497975708502,2,0,1.291497975708502,7,0,2.582995951417004,7,0,order_random,0.0373010999999996
72,18,26,87,1.2083333333333333,2,0,1.2083333333333333,6,0,2.4166666666666665,6,0,order_random,0.0061576999999992
54,15,18,65,1.2037037037037035,2,0,1.2037037037037035,5,0,2.4074074074074074,5,0,order_random,0.0073286000000001
218,49,74,294,1.348623853211009,2,0,1.348623853211009,7,0,2.697247706422018,7,0,order_random,0.0364116999999994
83,18,30,108,1.3012048192771084,2,0,1.3012048192771084,8,0,2.602409638554217,8,1,order_random,0.0066129999999997
123,22,45,167,1.3577235772357723,2,0,1.3577235772357723,7,0,2.7154471544715446,7,1,order_random,0.0127680000000003
429,96,161,574,1.337995337995338,2,0,1.337995337995338,9,0,2.675990675990676,9,0,order_random,0.1112932999999998
431,88,162,583,1.3526682134570769,2,0,1.3526682134570769,9,0,2.7053364269141533,9,0,order_random,0.1425903999999995
435,84,156,585,1.3448275862068966,2,0,1.3448275862068966,9,0,2.689655172413793,9,0,order_random,0.1418167999999999
237,48,83,321,1.3544303797468351,2,0,1.3544303797468351,8,0,2.7088607594936707,8,0,order_random,0.0414564000000003
83,18,30,111,1.3373493975903614,2,0,1.3373493975903614,6,0,2.674698795180723,6,0,order_random,0.0072409000000002
377,85,137,486,1.2891246684350133,2,0,1.2891246684350133,8,0,2.5782493368700266,8,0,order_random,0.0937093999999998
429,100,146,549,1.2797202797202798,2,0,1.2797202797202798,7,0,2.55944055944056,7,0,order_random,0.1173568999999998
258,51,100,345,1.337209302325581,2,0,1.337209302325581,9,0,2.6744186046511627,9,0,order_random,0.0520721000000001
5,1,2,7,1.4,2,0,1.4,4,0,2.8,4,2,order_random,0.0003258000000005
55,11,19,70,1.2727272727272727,2,0,1.2727272727272727,5,0,2.5454545454545454,5,0,order_random,0.0050965999999998
63,17,24,74,1.1746031746031746,2,0,1.1746031746031746,6,0,2.3492063492063493,6,0,order_random,0.0046577999999994
34,6,11,48,1.411764705882353,2,0,1.411764705882353,5,0,2.823529411764706,5,2,order_random,0.0023492999999996
176,44,63,230,1.306818181818182,2,0,1.306818181818182,9,0,2.613636363636364,9,0,order_random,0.0250061999999999
363,81,134,487,1.3415977961432506,2,0,1.3415977961432506,8,0,2.683195592286501,8,0,order_random,0.1000908999999996
370,81,142,491,1.327027027027027,2,0,1.327027027027027,8,0,2.654054054054054,8,0,order_random,0.0836361999999999
402,90,147,526,1.308457711442786,2,0,1.308457711442786,9,0,2.616915422885572,9,0,order_random,0.1144391000000002
54,16,20,65,1.2037037037037035,2,0,1.2037037037037035,6,0,2.4074074074074074,6,1,order_random,0.0042483999999998
116,28,36,152,1.3103448275862069,2,0,1.3103448275862069,7,0,2.6206896551724137,7,0,order_random,0.0125434999999995
400,91,143,523,1.3075,2,0,1.3075,7,0,2.615,7,0,order_random,0.0950053999999998
433,82,144,599,1.3833718244803694,2,0,1.3833718244803694,9,0,2.766743648960739,9,0,order_random,0.1587630999999998
226,52,77,299,1.323008849557522,2,0,1.323008849557522,6,0,2.646017699115044,6,1,order_random,0.0416996000000002
158,32,51,210,1.3291139240506329,2,0,1.3291139240506329,6,0,2.6582278481012658,6,1,order_random,0.0197191000000005
15,5,5,18,1.2,2,0,1.2,4,0,2.4,4,0,order_random,0.0009535999999998
289,63,103,375,1.2975778546712802,2,0,1.2975778546712802,9,0,2.5951557093425603,9,0,order_random,0.0647474000000007
490,106,177,646,1.3183673469387756,2,0,1.3183673469387756,8,0,2.636734693877551,8,0,order_random,0.1899053999999997
24,7,11,26,1.0833333333333333,2,0,1.0833333333333333,5,0,2.1666666666666665,5,1,order_random,0.0014674999999995
411,87,148,553,1.345498783454988,2,0,1.345498783454988,10,0,2.690997566909976,10,0,order_random,0.1228183999999998
488,108,174,656,1.3442622950819672,2,0,1.3442622950819672,7,0,2.6885245901639343,7,0,order_random,0.1372776
140,23,52,195,1.3928571428571428,2,0,1.3928571428571428,11,0,2.7857142857142856,11,0,order_random,0.0156629999999999
54,6,18,78,1.4444444444444444,2,0,1.4444444444444444,6,0,2.888888888888889,6,1,order_random,0.0042622000000003
133,26,52,182,1.368421052631579,2,0,1.368421052631579,8,0,2.736842105263158,8,0,order_random,0.0171653000000002
193,44,72,249,1.2901554404145077,2,0,1.2901554404145077,7,0,2.5803108808290154,7,0,order_random,0.0264126000000004
291,62,101,388,1.3333333333333333,2,0,1.3333333333333333,7,0,2.6666666666666665,7,0,order_random,0.0625426000000004
182,45,65,232,1.2747252747252746,2,0,1.2747252747252746,7,0,2.5494505494505493,7,0,order_random,0.0278507999999995
23,4,8,32,1.391304347826087,2,0,1.391304347826087,6,0,2.782608695652174,6,1,order_random,0.0015675000000001
323,78,111,418,1.2941176470588236,2,0,1.2941176470588236,9,0,2.588235294117647,9,0,order_random,0.0782713999999993
142,35,51,177,1.2464788732394363,2,0,1.2464788732394363,8,0,2.492957746478873,8,0,order_random,0.0165775999999997
303,67,112,395,1.3036303630363035,2,0,1.3036303630363035,7,0,2.607260726072607,7,0,order_random,0.0556568999999997
474,110,166,627,1.3227848101265822,2,0,1.3227848101265822,8,0,2.6455696202531644,8,0,order_random,0.1390145
90,18,28,122,1.3555555555555556,2,0,1.3555555555555556,7,0,2.7111111111111112,7,0,order_random,0.0084406000000001
291,74,108,373,1.281786941580756,2,0,1.281786941580756,6,0,2.563573883161512,6,0,order_random,0.0494319
307,70,115,404,1.3159609120521172,2,0,1.3159609120521172,9,0,2.6319218241042344,9,0,order_random,0.0604437000000004
466,101,159,608,1.3047210300429184,2,0,1.3047210300429184,7,0,2.609442060085837,7,0,order_random,0.1502217999999997
397,74,144,543,1.3677581863979849,2,0,1.3677581863979849,8,0,2.7355163727959697,8,0,order_random,0.1272732999999997
266,64,98,355,1.3345864661654134,2,0,1.3345864661654134,8,0,2.669172932330827,8,0,order_random,0.0539528999999996
344,81,126,431,1.252906976744186,2,0,1.252906976744186,7,0,2.505813953488372,7,0,order_random,0.0662387999999998
169,37,69,219,1.2958579881656804,2,0,1.2958579881656804,8,0,2.591715976331361,8,0,order_random,0.0213426000000005
135,30,53,173,1.2814814814814814,2,0,1.2814814814814814,8,0,2.562962962962963,8,0,order_random,0.0194789999999995
471,100,159,639,1.356687898089172,2,0,1.356687898089172,8,0,2.713375796178344,8,0,order_random,0.1533280000000001
65,16,25,80,1.2307692307692308,2,0,1.2307692307692308,8,0,2.4615384615384617,8,0,order_random,0.0057137999999996
133,32,48,171,1.2857142857142858,2,0,1.2857142857142858,7,0,2.571428571428572,7,1,order_random,0.0137691000000002
5,1,3,5,1.0,2,0,1.0,3,0,2.0,3,1,order_random,0.0003033999999999
94,21,34,122,1.297872340425532,2,0,1.297872340425532,7,0,2.595744680851064,7,0,order_random,0.0109145000000001
